Time,V1,V2,V3,V4,V5,Amount,Class
121958,-2.2890612569329973,-1.3137578136860328,-0.4525616692013628,-0.392802196519187,0.2247869027321584,-0.6762176360390088,0
146867,1.432481917452506,-1.0953016150698571,-0.1299097829806862,-1.362911413349975,-1.0173348511899962,1.1186204161332602,0
131932,1.214722059686548,-0.1687967867021452,0.5814325187976135,0.6990203085838954,0.9644150056162036,0.48094084093096484,0
103694,-0.8808636444882607,0.1109560960680434,-0.2032360793067729,-0.2435104559018946,0.3625425701364385,-0.8309598644386141,0
119879,-0.8818788950440642,0.7869695655549953,1.1101176066663176,0.0153647758933094,-1.1351618290319083,1.5667272532934924,0
110268,0.5126049723762208,-0.8911330086014864,-0.4046041451131437,-0.5782665873974266,-1.606237767474656,-0.6712576827963677,0
54886,-0.0127441504883682,-1.0631090366494642,-0.3895349912803339,0.4752714739719898,-0.9773375592187208,1.672334078969559,0
137337,1.0543952158491143,0.1380871531336298,1.051979954209332,0.1986961843814033,0.8363018006717221,1.665164314156523,0
168266,0.4795809244330867,-0.2584007202071684,-0.7631243882676582,1.2127843891304184,-0.301602133643046,-1.122634209803704,0
87498,1.5830307939565351,0.9267209977715248,0.24892909531666,0.4805987129389843,0.0811425189554108,-0.7017378423880171,0
112727,0.9700777779137266,0.4873598031903837,-1.660482667693824,-0.2026844018371108,-1.3385296707761687,-0.10153500886545445,0
126324,0.7207730491405775,0.5553793476332188,1.8196393520611904,-0.7397168175025604,0.8632189790174234,0.5151271108365989,0
16023,-0.3521247203036739,-0.1044813463768665,1.206551936236775,0.865952683916645,-2.015183664357737,0.043931552785691955,0
41090,-0.4253212341618447,2.3555802585682057,2.750107199580755,-0.2825760987864578,-0.6553775160676849,1.5726154659418792,0
67221,-0.0517589847053008,-0.83774798159376,1.3383637314463854,-0.1717175665962207,0.4184638591137938,0.7225376695487745,0
64820,1.840943069937208,0.610809833754775,-1.1296502296004816,-0.1719716062926747,-1.1226314450393453,-1.0504793592794726,0
769,-0.4062747293897843,-1.269689987073107,0.668649860160592,-0.4016077106571293,0.6141292794504429,-1.420868716789997,0
